filename,chroma_stft_mean,spectral_centroid_mean,spectral_bandwidth_mean,rolloff_mean,zero_crossing_rate_mean,label,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,original_wav
75_-15_1.2__1-chunk_0000.wav,0.3422939,2199.8632631633172,1962.0358802361982,4124.831875887784,0.10641202059659091,NO_drone,-616.80444,69.22543,109.204315,34.741577,-22.46602,36.119347,45.87541,18.917841,-27.200624,29.300804,-30.627594,22.548239,-43.951134,17.335892,15.7501335,8.269945,-32.651245,12.868421,1.6001514,9.060207,-15.521973,11.382268,-19.190084,10.783227,14.6990385,6.8804893,75_-15_1.2__1.wav
75_-15_1.2__1-chunk_0001.wav,0.4905717,4840.209790906871,2045.1198233197017,6848.32763671875,0.3860560825892857,NO_drone,-732.9248,76.16116,-0.3118041,35.373524,9.031942,9.325816,58.698467,27.520475,-57.432133,34.263386,23.970707,9.892097,-24.645304,16.12862,24.218145,9.8622465,-10.702287,8.77551,8.175647,4.104519,1.1074933,4.289624,-3.304601,4.7948728,11.539061,7.741016,75_-15_1.2__1.wav
90_0_2.4__1-chunk_0000.wav,0.34067845,2008.8070688166322,1838.6239196603922,3691.476162997159,0.0965576171875,NO_drone,-651.4054,62.0705,109.74256,35.436573,-24.040123,34.99444,46.105484,18.567217,-14.186843,28.62892,-33.4146,24.321371,-40.70956,17.187784,5.154134,7.717424,-27.136375,12.840615,-5.236937,7.683158,-16.20049,10.907005,-13.477789,9.895651,13.344524,8.621477,90_0_2.4__1.wav
90_0_2.4__1-chunk_0001.wav,0.51215065,4610.020822893423,2064.017840783916,6804.4921875,0.3577067057291667,NO_drone,-746.4965,59.74651,3.3868513,32.13927,7.99859,7.183138,66.01268,26.135462,-49.84943,22.615948,27.571928,12.467858,-19.483683,15.119661,17.117725,7.0993834,-3.6830008,7.3307004,3.3624763,4.5098047,-1.4941803,2.810033,-0.47554517,3.5399168,8.34068,8.124324,90_0_2.4__1.wav
90_0_1.2-chunk_0000.wav,0.5627207,5877.331623411621,2957.1309074538253,9553.89071377841,0.5372092507102273,NO_drone,-368.88556,32.880775,-21.929417,3.534021,14.91658,3.4514964,14.987485,4.6944094,-10.267323,3.4042058,-26.1416,3.0488734,-24.300997,2.6742976,14.882932,4.43184,-5.123651,3.7835696,-11.786362,3.6953914,-11.543261,3.7786572,-12.676739,3.8217843,4.996702,3.1326857,90_0_1.2.wav
90_0_1.2-chunk_0001.wav,0.54320574,5827.711453415603,2956.161015856462,9515.228826349432,0.5439453125,NO_drone,-362.11,7.447326,-19.320478,3.6081061,16.490791,2.5553503,16.290615,2.6137333,-9.294979,3.5856895,-25.081396,2.802458,-25.734495,3.2910585,14.879281,2.5715613,-4.3262744,3.1426935,-11.66634,3.3359087,-11.165872,2.4722345,-12.688617,2.8974974,5.380032,3.1924677,90_0_1.2.wav
90_0_1.2-chunk_0002.wav,0.5575851,3642.4667380649034,3093.971803465222,7583.2763671875,0.13639322916666666,NO_drone,-668.7564,188.47658,47.894386,39.218376,29.995762,10.365559,26.067444,8.05284,4.072608,7.9811344,0.5824337,15.147217,-4.981843,12.791634,10.988916,5.1854267,5.651903,5.89597,3.284267,7.6000695,-0.62192845,4.929393,3.6434572,5.249687,5.10404,2.319134,90_0_1.2.wav
45_0_2.4__2-chunk_0000.wav,0.30937493,2213.163333375106,2306.535694316184,4927.922474254261,0.08832341974431818,NO_drone,-674.203,97.766174,90.5795,21.954365,-0.8053854,32.811966,32.121902,27.37718,-46.614025,26.108324,-7.1763186,18.928228,-31.238665,13.872056,3.5408633,14.0062475,-6.317156,9.667226,0.12698212,12.319402,-16.871153,10.683968,2.29155,5.1299624,2.9448538,6.9134154,45_0_2.4__2.wav
45_0_2.4__2-chunk_0001.wav,0.29167992,1854.9593247054845,2210.4032532165934,4133.1787109375,0.06914605034722222,NO_drone,-717.6888,79.74045,109.13011,24.088156,6.60584,26.124245,4.160663,26.704973,-45.540073,24.203995,0.77628493,8.548139,-11.308189,19.087229,7.9886093,8.976348,-1.4955131,8.81262,7.913425,7.783695,-11.768493,10.474925,3.7076938,9.345409,-2.7798955,8.617715,45_0_2.4__2.wav
75_0_1.2-chunk_0000.wav,0.64659274,5113.730185749471,3131.593013110171,9210.093550248579,0.4209872159090909,NO_drone,-388.36853,31.604197,1.3780509,3.9764264,7.0117464,3.3608687,18.794752,3.6897657,-10.799854,3.5910692,-27.947668,2.6141355,-16.350353,3.593406,3.5696535,3.2821968,3.4579992,3.2255986,-20.413988,3.2694466,-9.090933,3.4533844,-6.352347,3.3287983,-6.684258,2.843212,75_0_1.2.wav
75_0_1.2-chunk_0001.wav,0.65942466,5120.933242432229,3132.0379581580955,9216.2109375,0.43119673295454547,NO_drone,-383.71545,8.037312,0.96106964,2.6946397,7.1347933,3.043977,20.080227,3.543365,-9.314791,3.9590921,-26.966545,2.8483102,-16.273216,2.3539996,2.790351,3.0099769,3.7882302,3.1466756,-19.581903,3.2517283,-10.471208,3.4617355,-7.5940065,3.0487506,-7.022572,2.9070554,75_0_1.2.wav
75_0_1.2-chunk_0002.wav,0.64794797,3748.431835308253,3165.262267377941,7827.3193359375,0.1597222222222222,NO_drone,-677.65393,185.08032,46.406048,26.515326,22.736458,8.054097,23.490921,1.5079182,0.3348018,10.572027,0.22906536,17.305664,-4.163378,9.4392185,10.408726,3.0809376,1.0206956,5.573266,-2.4146628,14.145597,0.49924505,4.064206,1.3012701,1.7948022,1.8874365,1.8997668,75_0_1.2.wav
45_-15_2.4__2-chunk_0000.wav,0.26933503,1698.6964150858928,1944.6149104815192,3685.114080255682,0.06607333096590909,NO_drone,-685.9897,92.16275,110.938484,20.917583,-9.341014,36.119747,31.447712,27.607212,-36.26813,24.618237,-21.069824,18.716642,-17.43683,12.186147,-6.8579173,13.823314,1.4194365,9.031464,0.39639238,12.179006,-15.679833,10.285557,3.5136645,4.2695055,-3.3865967,7.138907,45_-15_2.4__2.wav
45_-15_2.4__2-chunk_0001.wav,0.2321981,1412.3638549196098,1785.5357405904526,2633.7799072265625,0.05792236328125,NO_drone,-710.69586,68.82988,129.84854,22.154615,-3.618616,25.573303,2.005537,23.804228,-40.349182,17.441757,-11.5621395,10.308854,-0.44489932,14.752652,-2.48351,13.315041,4.797144,8.893443,4.820875,8.986349,-12.562242,9.952492,3.221734,6.6879025,-7.2141924,8.955214,45_-15_2.4__2.wav
45_-15_2.4__3-chunk_0000.wav,0.28492263,1335.0143262291397,1616.6564943519804,2677.7027476917615,0.064208984375,NO_drone,-670.7139,57.9917,153.02914,43.59274,11.907703,23.812302,17.376259,26.367899,-32.870598,22.353441,3.6342,20.823687,-11.111752,12.627074,-24.183918,14.780088,-6.3766356,8.25191,-4.794404,8.090101,-19.270555,10.412023,-8.561801,11.066192,-4.6397033,8.388602,45_-15_2.4__3.wav
45_-15_2.4__3-chunk_0001.wav,0.39277118,1678.7186323247804,1835.73368076289,3267.4295176630435,0.08685037364130435,NO_drone,-715.69415,56.65385,141.7996,55.86117,20.085058,24.597479,13.513934,18.461428,-31.258326,14.795059,-9.102069,19.781757,-15.247424,9.292508,-10.217384,14.165729,-0.9565436,9.247215,3.529345,6.593384,-12.259508,8.930381,-1.8223517,8.63254,-1.4768142,7.923922,45_-15_2.4__3.wav
45_-30_1.2-chunk_0000.wav,0.6290813,5137.47516951364,3072.854146319798,8111.410799893466,0.44026322798295453,NO_drone,-436.91263,35.095886,28.266096,2.649864,44.81328,3.028166,-12.719682,3.9810748,-34.218204,3.0606265,8.02956,3.1937032,-21.851616,4.161144,1.5231885,3.1977558,-18.85598,3.0450046,4.890428,2.6949217,-10.190459,3.1940038,-1.9607098,2.6927624,-11.860745,2.817317,45_-30_1.2.wav
45_-30_1.2-chunk_0001.wav,0.63162935,5126.864096932407,3077.923650988771,8121.443314985795,0.4490966796875,NO_drone,-430.39777,7.585891,28.652086,2.7766082,45.25384,3.802305,-13.023652,2.2769969,-34.64711,3.1513972,8.274723,3.5575147,-18.946114,3.2969694,5.075862,2.6110437,-17.752892,3.0421507,4.9247594,3.225834,-9.17317,3.7789774,-3.3880136,3.59249,-11.911524,3.5385861,45_-30_1.2.wav
45_-30_1.2-chunk_0002.wav,0.60707206,3781.545479969389,3137.8647014274015,7512.6953125,0.1684027777777778,NO_drone,-695.3939,161.3929,52.25971,22.503208,31.695692,8.814043,11.467045,13.93752,-8.660984,16.49933,7.685624,4.62292,-4.626022,10.813237,9.464184,4.6120834,-2.406794,9.372319,8.018469,3.0914507,-2.1562846,7.4511456,3.1497896,5.4799147,-0.86320454,9.15436,45_-30_1.2.wav
60_-15_2.4__1-chunk_0000.wav,0.3490787,1802.3419677298712,1830.6880488515262,3646.2074973366475,0.08572665127840909,NO_drone,-673.75806,71.75685,120.878914,31.488304,-19.434969,32.276234,41.72055,20.002298,-25.287811,26.424252,-26.116278,22.555227,-18.737873,15.269454,-7.3886795,6.6295342,-12.809556,11.390829,0.38882896,9.494182,-15.735764,10.728079,-8.417991,10.087649,1.3778807,5.7791986,60_-15_2.4__1.wav
60_-15_2.4__1-chunk_0001.wav,0.4554941,4057.0484336529826,2002.2770465052056,6037.91015625,0.31643880208333336,NO_drone,-751.9057,51.16947,24.396154,35.15848,14.614842,10.076676,62.447495,24.515583,-64.90378,32.094162,25.096739,14.864702,-6.3194637,7.709807,-2.216821,10.398436,8.905933,4.487851,4.9745765,5.5151815,0.8282557,5.0425887,8.598041,3.466859,1.829816,6.112652,60_-15_2.4__1.wav
90_-15_2.4__5-chunk_0000.wav,0.29690245,1429.5063331075687,1514.5825510781121,2445.486727627841,0.07546164772727272,NO_drone,-666.2641,59.582073,146.83963,45.60302,-9.703044,25.606895,26.837095,27.894285,-25.788342,20.90949,-25.281181,19.945028,-15.3833475,7.961319,-9.656503,11.431245,-13.467728,7.82162,-8.264757,7.22705,-7.954987,14.604658,-8.108596,13.868769,1.4454042,10.896983,90_-15_2.4__5.wav
90_-15_2.4__5-chunk_0001.wav,0.48096928,2371.7538206451836,1998.4865232241673,4238.615278764205,0.17132013494318182,NO_drone,-705.5311,64.856384,104.97493,60.317425,0.59380245,12.244484,34.714165,25.200775,-45.121292,19.695969,-16.754755,23.951569,-8.344921,14.774607,2.7377272,11.716643,-11.781272,14.545975,-2.338949,9.802836,2.4082384,6.373745,0.22585942,4.0780187,2.219206,5.942526,90_-15_2.4__5.wav
45_0_2.4-chunk_0000.wav,0.4945755,5916.792934382428,2727.501862207169,9087.745805220171,0.5323153409090909,NO_drone,-440.20023,43.04021,-8.856069,3.1211858,48.61826,3.1566334,1.4878997,3.834116,-34.703945,3.9697309,8.221227,4.6575933,-18.283283,3.915708,-0.76121294,3.4046621,-3.7877145,2.9617546,-2.4493139,2.367909,-12.954578,3.034485,-8.256576,3.5665693,2.2355509,2.6481125,45_0_2.4.wav
45_0_2.4-chunk_0001.wav,0.4919519,5917.058269704215,2719.070940541893,9083.09659090909,0.5434903231534091,NO_drone,-432.8834,7.2350693,-9.349288,2.415677,47.397717,3.0887864,1.6107296,2.8907022,-34.428658,3.0433643,7.7650113,4.143984,-17.984137,3.2752562,1.0150574,3.1633828,-3.661625,2.9891546,-4.981161,4.1940594,-13.778797,3.407222,-7.762459,3.306316,2.3966894,3.0360184,45_0_2.4.wav
45_0_2.4-chunk_0002.wav,0.46251062,3846.602006736226,3022.9401325946837,7524.658203125,0.16465928819444445,NO_drone,-688.67633,166.28696,42.379917,32.601353,35.155922,11.243804,21.839708,8.092274,-7.6654415,15.885365,11.507259,3.4152143,1.5322993,7.984543,8.698863,4.6911163,-1.536953,7.9885645,3.8754392,7.148287,-3.2920244,6.3092194,2.2328646,5.7628965,5.405601,3.2021842,45_0_2.4.wav
90_0_2.4__2-chunk_0000.wav,0.32972887,2039.4684581315983,2066.819695714368,4019.857510653409,0.08637029474431818,NO_drone,-662.88275,103.017136,94.18562,22.442503,-21.737015,36.67556,41.672726,30.723122,-27.163343,21.176851,-26.691858,23.46637,-33.388577,17.129879,9.295587,14.203538,-13.22355,12.047941,-5.731992,12.527449,-15.950222,11.199687,-0.19718815,5.084547,5.3533006,8.722784,90_0_2.4__2.wav
90_0_2.4__2-chunk_0001.wav,0.26121894,1627.068750325589,1897.502293845763,3057.71484375,0.05556640625,NO_drone,-682.95056,68.110504,114.22156,20.591072,-20.2907,30.869259,13.961269,30.672316,-33.52746,17.58871,-20.67799,12.971033,-16.428556,22.070652,11.666121,8.851981,-10.7184305,10.21422,2.9465563,5.2186027,-11.406342,9.935011,2.2784185,9.200702,3.9156485,9.702007,90_0_2.4__2.wav
45_-30_2.4__3-chunk_0000.wav,0.30621237,1307.3631629908443,1654.0014842695489,2583.739679509943,0.06090198863636364,NO_drone,-676.8828,47.486885,155.19995,41.794292,27.007313,21.414114,2.9909914,25.695436,-30.751085,21.203201,4.745388,21.607555,-15.767877,12.44275,-19.049536,13.546715,-11.477504,7.9894514,-3.4896255,7.7597847,-4.987671,8.719445,-6.755051,11.90512,-4.457716,6.446351,45_-30_2.4__3.wav
45_-30_2.4__3-chunk_0001.wav,0.43139344,1640.6543759304054,1843.7179240221656,3335.4931640625,0.0844482421875,NO_drone,-712.34656,41.458504,147.09682,56.724224,28.698147,22.29493,3.2648711,18.069561,-34.147865,12.648875,-6.732147,21.065434,-20.57648,9.289521,-7.0133767,14.324134,-6.764177,9.926094,5.0246344,7.4204664,-0.1872936,6.8603845,0.13141415,6.440883,-0.41593075,6.308058,45_-30_2.4__3.wav
45_-15_1.2__3-chunk_0000.wav,0.37332794,1510.2765739987983,1619.1294808026958,2961.3048206676135,0.08339621803977272,NO_drone,-642.789,69.73788,153.36932,48.144,2.658653,25.144377,17.34798,26.09537,-44.830063,24.12876,7.6227903,20.94547,-13.480724,12.261133,-30.907984,14.807779,-8.775664,8.55001,-7.4134674,7.3077683,-18.986153,10.46205,-4.8755183,12.969615,-6.239098,8.678774,45_-15_1.2__3.wav
45_-15_1.2__3-chunk_0001.wav,0.38568676,1623.4491292999553,1654.157653648322,2915.408457880435,0.09589419157608696,NO_drone,-681.0301,52.550404,148.76938,57.60522,13.457105,28.494297,13.354871,19.098225,-43.567425,14.028234,-8.628082,22.327568,-13.526981,10.58373,-16.448858,16.080324,-0.9403942,9.744009,-0.74674654,6.1921306,-12.461499,9.824269,-0.15069579,8.579322,-1.7791404,7.5378485,45_-15_1.2__3.wav
75_-15_2.4__3-chunk_0000.wav,0.34407037,1770.9478428731852,1884.5457398965177,3541.967218572443,0.09229625355113637,NO_drone,-655.0776,62.188366,132.39302,45.321716,5.3581967,26.678318,25.556425,25.964458,-31.789484,21.808918,0.6928199,21.77344,-24.751223,13.458729,-3.3557634,14.482115,-21.570816,8.950951,-5.158814,9.544062,-13.070373,10.660814,-12.61987,12.47286,4.782966,8.507426,75_-15_2.4__3.wav
75_-15_2.4__3-chunk_0001.wav,0.46843913,2165.7808984605326,2043.1650836418362,4023.6943359375,0.14873046875,NO_drone,-712.4241,61.97871,120.27397,59.257565,16.046833,25.747377,19.846373,18.517948,-27.516054,15.0233135,-10.598636,20.904915,-25.45211,11.160764,7.830804,17.491247,-14.210406,10.679728,2.8752387,5.176447,-6.175379,9.135755,-2.3156261,7.4488173,7.7111845,8.382149,75_-15_2.4__3.wav
75_-15_1.2__8-chunk_0000.wav,0.22624318,2081.599090425439,2108.557797696047,4356.803200461648,0.09366122159090909,NO_drone,-583.04785,55.838684,97.33841,33.87835,-20.258757,26.317316,38.386173,26.61626,-45.76425,15.307394,-4.318456,12.637455,-48.68511,11.145216,18.916822,16.071154,-24.652557,16.21729,-2.5122178,10.862845,-13.987369,9.048014,-18.534895,5.9004326,0.6931363,6.509436,75_-15_1.2__8.wav
75_-15_1.2__8-chunk_0001.wav,0.41408637,3181.1992987084714,2267.330862841928,5581.240609975962,0.25122696314102566,NO_drone,-639.1673,69.672615,74.90094,43.13569,-7.087073,16.930511,30.466303,20.879927,-54.53177,22.311892,7.9607973,10.634458,-40.531994,14.5820265,14.947485,13.0775175,-14.468338,14.852938,4.1922436,5.36947,-6.814805,7.3761506,-15.860336,5.800644,10.32481,10.086697,75_-15_1.2__8.wav
45_-30_2.4__2-chunk_0000.wav,0.31675357,1709.8341388413073,2049.3162540831436,3707.870760830966,0.06689453125,NO_drone,-700.5215,94.059875,112.77347,24.310759,0.64369875,30.267208,20.599897,24.479794,-31.686281,25.563581,-14.789517,17.923914,-20.842796,13.200296,0.12650561,13.214695,-4.915072,9.848707,1.5520664,12.187985,-6.759387,6.628395,4.4838305,4.803218,-2.383345,6.6339755,45_-30_2.4__2.wav
45_-30_2.4__2-chunk_0001.wav,0.274493,1413.9968982581586,1868.5573128007516,2486.48681640625,0.059895833333333336,NO_drone,-726.35803,61.974525,130.09552,21.766329,10.279812,23.668905,-1.978171,24.276548,-36.74684,19.12286,-7.4721212,9.537928,-6.1421547,16.143091,2.8223948,8.6460905,-0.30948702,8.479805,9.170763,8.0166855,-5.5639005,8.547509,2.0255105,9.894262,-9.561002,9.82953,45_-30_2.4__2.wav
75_-30_2.4__6-chunk_0000.wav,0.3114928,2205.1238317508464,1899.6071054043496,4153.216552734375,0.11361416903409091,NO_drone,-699.3482,62.001827,98.55936,45.408947,-9.196133,25.806276,60.49053,28.773449,-27.239008,21.365929,-20.286644,30.63604,-10.738029,10.756484,-13.231699,13.793576,-8.220044,11.3331585,0.4153392,10.115221,-8.299266,11.264941,1.5944202,6.463332,-2.5616949,8.271574,75_-30_2.4__6.wav
75_-30_2.4__6-chunk_0001.wav,0.42533627,2017.4347623444849,2316.448472159097,4265.7275390625,0.090234375,NO_drone,-762.67615,37.978283,104.936874,29.363005,21.200432,14.045838,39.74092,14.568855,-17.0982,18.541956,-4.9604697,14.355346,-7.965914,7.219738,-10.788136,9.087598,-4.2290154,9.566974,3.4647055,6.802647,-4.8250704,12.743557,3.6027746,5.31374,-9.134261,6.704041,75_-30_2.4__6.wav
90_-30_2.4-chunk_0000.wav,0.68250537,4453.724073796482,2948.891460875085,7793.796053799716,0.3503196022727273,NO_drone,-476.8253,42.67326,25.853485,3.8538318,14.461896,4.2572556,11.535863,3.0953717,-31.318123,3.1236262,-9.565614,3.0590544,-12.869802,3.447022,13.606933,2.6205494,-12.122479,3.1479542,-3.156553,2.9912941,-5.729935,3.2471046,3.0162878,3.64762,-11.810583,3.198535,90_-30_2.4.wav
90_-30_2.4-chunk_0001.wav,0.66480684,4446.677616117031,2974.6164047217067,7809.701260653409,0.3526833274147727,NO_drone,-469.191,8.403593,28.216253,2.7754285,17.05509,2.902351,12.03186,2.904775,-29.479301,3.1393752,-7.9423366,3.1187966,-12.410547,2.7496338,13.5160885,3.0559876,-11.531159,2.73351,-1.8931442,2.6911027,-3.3140395,2.588797,4.9122334,2.622359,-11.024024,2.8290792,90_-30_2.4.wav
90_-30_2.4-chunk_0002.wav,0.55382454,3414.5382224078276,3127.257713240987,7408.6181640625,0.1489800347222222,NO_drone,-700.1791,149.13498,56.210125,18.433676,21.65815,7.086778,19.576294,5.5296326,-6.5015783,17.252542,-0.56189835,12.133318,-3.6809704,8.906152,8.007415,3.8733573,1.7518797,5.331834,9.575871,4.464897,2.6491952,5.322517,6.109426,3.3225462,-0.8676837,5.9329805,90_-30_2.4.wav
75_-30_2.4__3-chunk_0000.wav,0.3637015,1537.0689834232398,1690.2594116087034,2944.66552734375,0.07552823153409091,NO_drone,-660.76495,54.058292,144.90358,41.61038,8.661922,25.04374,29.729443,28.230297,-40.418156,21.310009,1.3090453,24.301588,-5.6644635,11.802414,-20.186619,13.884034,-4.714705,8.1533985,-7.0741887,8.669017,-9.359483,10.91504,-2.4996016,12.1814165,-6.316466,6.523207,75_-30_2.4__3.wav
75_-30_2.4__3-chunk_0001.wav,0.49710786,1906.8690176417697,1905.3583187385736,3535.4827880859375,0.11077880859375,NO_drone,-720.21045,62.980183,129.76959,58.60978,17.355852,27.151066,22.35151,18.884825,-36.534306,17.422068,-9.359452,18.656702,-8.836932,9.800762,-5.9413285,14.234155,1.7963204,9.695956,2.6415138,5.614179,-1.9356608,8.197094,4.8656816,6.0358896,-0.73207515,6.808538,75_-30_2.4__3.wav
45_-15_2.4__4-chunk_0000.wav,0.32159457,2038.8518568036097,1811.675316002537,3441.6420676491475,0.12790749289772727,NO_drone,-722.2265,56.087997,107.9812,62.167927,5.4283333,20.678944,26.404615,41.338882,-24.186934,29.804018,-2.7224905,22.841679,-16.972603,13.279141,-7.169055,10.524923,-4.748365,11.179725,0.3060559,9.480369,-10.926382,7.9458823,-9.044127,11.68838,-2.5523825,10.023381,45_-15_2.4__4.wav
45_-15_2.4__4-chunk_0001.wav,0.26892787,1498.9424314641926,1874.2229265937578,2591.52099609375,0.0698486328125,NO_drone,-730.588,60.071323,134.57365,32.17054,18.10374,31.323587,8.889768,21.782915,-28.295694,15.328541,-11.837468,21.744833,-24.229673,11.976781,-5.8628993,10.33861,-0.9016024,7.61614,3.8981235,8.309717,-7.009684,9.165914,-4.089255,6.066837,-5.583708,7.888446,45_-15_2.4__4.wav
45_-30_2.4__8-chunk_0000.wav,0.22661623,1407.0814495173354,1769.8692319275694,2438.390558416193,0.06562943892045454,NO_drone,-663.90497,50.333427,122.80198,32.523666,10.67415,23.89237,11.405931,26.32236,-40.09015,15.941207,4.6089587,10.853121,-32.147583,11.941521,-7.164484,15.155208,-10.077103,14.268464,-2.4511943,9.966423,-4.4506617,8.159715,-9.17463,5.5764103,-13.339325,6.9893937,45_-30_2.4__8.wav
45_-30_2.4__8-chunk_0001.wav,0.440504,2472.8157325628968,2283.48170774938,4760.676090891769,0.16450314405487804,NO_drone,-718.1568,67.25069,100.187836,42.105118,20.306017,12.937377,11.7402725,16.569437,-43.165684,24.447016,15.368121,10.778257,-20.950235,15.05772,-3.7854383,12.899382,-0.610323,11.208169,4.8416233,4.796121,3.6890602,7.1748185,-4.029586,6.059775,-5.849737,8.486692,45_-30_2.4__8.wav
90_0_2.4__3-chunk_0000.wav,0.30336085,1655.0314482934984,1751.152825395515,3229.0016867897725,0.08274147727272728,NO_drone,-642.0202,54.68245,134.50296,43.836655,-1.8192891,28.224148,26.262915,26.332502,-25.152729,20.468754,-9.258268,24.170969,-28.412025,13.662575,-8.659304,14.854312,-18.924498,8.17987,-12.310138,8.861555,-17.736925,10.462358,-13.696239,13.0066,8.5231495,9.4374075,90_0_2.4__3.wav
90_0_2.4__3-chunk_0001.wav,0.4165918,1912.2821162595887,1772.722128967786,3565.360107421875,0.1261962890625,NO_drone,-680.90784,43.785213,129.58078,60.884563,4.46861,28.300817,22.843489,20.095139,-26.733139,9.79393,-20.607687,19.878471,-33.093422,8.28615,3.25518,19.119127,-12.303659,9.907696,-2.3805182,7.0123243,-10.718196,11.647255,-4.8690634,8.092054,12.267111,9.940191,90_0_2.4__3.wav
75_-15_2.4-chunk_0000.wav,0.528306,5613.627015038307,2765.6122489271143,8505.859929865057,0.5020419034090909,NO_drone,-434.7415,40.510204,-9.471887,2.9330266,25.831348,2.7652466,11.894805,3.0981808,-18.862293,3.089067,-12.461838,4.0577135,-22.788317,3.7151263,14.960889,4.409614,-20.150715,3.1992424,-0.82316244,3.2465396,-10.673671,3.823679,-5.834532,3.1471972,0.2724465,4.514817,75_-15_2.4.wav
75_-15_2.4-chunk_0001.wav,0.5187207,5592.151725605855,2757.051007423233,8496.072110262785,0.5127397017045454,NO_drone,-427.06302,7.406852,-8.940192,2.8727841,25.515118,2.8088481,12.065638,2.7488048,-20.19934,3.1107357,-11.900112,3.3279164,-21.786211,3.1944902,15.7894535,3.329339,-18.439121,3.5410569,-1.5245789,2.7791708,-11.554423,2.9521735,-6.512665,2.6591063,0.56724864,3.1787539,75_-15_2.4.wav
75_-15_2.4-chunk_0002.wav,0.5831019,3986.372489921039,3044.692266190754,7652.6611328125,0.1836480034722222,NO_drone,-691.2389,164.99211,41.434116,33.991405,27.410835,6.762486,21.224815,4.959273,-2.3473575,11.342152,4.121274,10.099586,-6.3706145,9.0686,10.355684,6.292411,-7.9430346,8.46745,1.8708308,4.7843075,-3.0862117,4.748508,-1.7168813,9.112224,2.441282,4.1405053,75_-15_2.4.wav
75_-15_2.4_1-chunk_0000.wav,0.27353838,381.2472560610813,1116.8828848038431,367.77732155539775,0.01297274502840909,NO_drone,-800.49243,38.575317,109.57744,8.556375,62.77218,8.051924,41.657593,5.3121185,30.116661,5.0959163,20.803982,5.127006,15.6109915,5.733599,12.230457,5.8572006,9.848409,4.9574485,7.382396,4.608372,5.0687184,4.8146625,2.1244845,4.917017,-1.341339,4.2120404,75_-15_2.4_1.wav
75_-15_2.4_1-chunk_0001.wav,0.18678668,551.0515799122484,1364.1822858547732,490.3697620738636,0.0159912109375,NO_drone,-799.62866,58.34799,111.925,5.2282248,48.71227,7.7620664,33.749695,2.895147,16.739666,3.2505147,8.472664,4.231555,3.6112304,3.3793938,0.6543129,4.5972943,-1.5458024,4.508043,-3.2018387,3.7398622,-4.7307134,2.7134643,-5.3894396,2.5400753,-7.177344,3.1711276,75_-15_2.4_1.wav
75_-15_2.4_1-chunk_0002.wav,0.15787007,489.9057216283283,1050.137224485217,443.6329234730114,0.023215553977272728,NO_drone,-779.3685,66.278305,83.48675,14.216616,50.494827,8.780561,28.618568,4.210285,13.077545,3.1165576,4.369186,3.4252398,-1.2933551,2.7946851,-3.8455033,3.3282871,-6.068823,4.2322655,-8.662061,6.547527,-12.149342,8.181727,-15.400815,8.556085,-18.244827,7.285768,75_-15_2.4_1.wav
75_-15_2.4_1-chunk_0003.wav,0.14086795,602.6061311533037,1033.2594493579547,542.7345969460227,0.03416859019886364,NO_drone,-786.01526,62.791954,79.35253,15.683043,44.063972,9.113514,21.6193,6.0198293,6.239097,5.1213217,-3.9686658,5.235599,-13.564457,4.8712764,-20.439749,5.430776,-24.205873,4.516034,-23.39428,5.582481,-19.22608,7.7675195,-12.211878,9.352219,-4.6741924,10.259073,75_-15_2.4_1.wav
75_-15_2.4_1-chunk_0004.wav,0.136485,810.2558341520537,1112.060648148781,703.7442294034091,0.05043723366477273,NO_drone,-795.0006,52.375,77.90283,24.734598,32.288788,8.956027,5.6683865,7.956403,-10.780535,8.76513,-20.457922,7.8276124,-24.22403,4.8286047,-18.187185,6.7209706,-5.539461,13.229183,8.500358,15.714228,18.865698,14.254997,24.741022,10.870098,24.897184,9.268925,75_-15_2.4_1.wav
75_-15_2.4_1-chunk_0005.wav,0.1315223,1061.0951163161533,1092.5259709574636,949.4185014204545,0.07468483664772728,NO_drone,-798.56274,60.496223,81.13722,23.808815,13.263752,14.373321,-15.822265,9.980021,-24.026783,4.00454,-17.23621,10.76021,5.330534,17.95696,25.212288,13.470495,27.010286,9.843879,17.510208,17.516098,4.996323,20.940283,-7.332135,17.456377,-10.542164,13.260788,75_-15_2.4_1.wav
75_-15_2.4_1-chunk_0006.wav,0.12976904,1573.2382425341273,1366.7297673232063,1410.9141956676137,0.11065118963068182,NO_drone,-814.2064,53.201324,75.168106,7.3275094,-12.630042,14.853969,-14.319144,9.333111,-3.129512,13.397616,23.864103,8.409421,23.297491,10.370582,2.05337,17.489613,-16.742796,9.176008,-4.923002,15.826776,8.991074,18.412832,18.07287,12.269617,10.184236,22.073889,75_-15_2.4_1.wav
